,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
425,nytimes,Sun Nov 05 16:30:07 +0000 2017,"Opinion: Everyone lies to the tax man, knowingly or unknowingly https://t.co/NI9jte1r0n https://t.co/5YOOU6oH0c",-0.4215,0.0,0.797,0.203,26
426,nytimes,Sun Nov 05 16:15:08 +0000 2017,"An act of defiance and audacity that helped propel the long, slow march to women’s suffrage https://t.co/BcDhDMU1Ur",0.0,0.0,1.0,0.0,27
427,nytimes,Sun Nov 05 16:00:04 +0000 2017,A Catholic deacon who ran a transitional home for men with a history of addiction or crime was stabbed to death https://t.co/XiIjOU4UJw,-0.8834,0.0,0.608,0.392,28
428,nytimes,Sun Nov 05 15:47:51 +0000 2017,"RT @nytopinion: Will the G.O.P. try to challenge Trump in 2020? His unpopularity is stark, but not among his party’s voters. 
https://t.co/…",0.0387,0.052,0.948,0.0,29
429,nytimes,Sun Nov 05 15:45:03 +0000 2017,Should Americans switch to year-round Daylight Saving Time? https://t.co/2truGkvPLo (This story from March is rather timely today.),0.0,0.0,1.0,0.0,30
430,nytimes,Sun Nov 05 15:30:10 +0000 2017,Aaaaand they’re off https://t.co/a6WDwWi4Uh,0.0,0.0,1.0,0.0,31
431,nytimes,Sun Nov 05 15:15:08 +0000 2017,"His is a family of doers in the face of adversity, whether a marathon or political oppression https://t.co/Jd4WQsTN8R",-0.4215,0.0,0.843,0.157,32
432,nytimes,Sun Nov 05 15:02:07 +0000 2017,"Britain now stands as one of the world’s weakest major economies, even as the world enjoys relatively robust growth https://t.co/uRtlH5ygaM",0.6124,0.301,0.58,0.12,33
433,nytimes,Sun Nov 05 14:50:09 +0000 2017,RT @dougmillsnyt: .@realDonaldTrump waves from the golf cart as @AbeShinzo drives them to the clubhouse in Tokyo Japan. #POTUSinAsia https:…,0.0,0.0,1.0,0.0,34
434,nytimes,Sun Nov 05 14:45:31 +0000 2017,Malliotakis as Manager: Lessons From Hurricane Sandy and Albany https://t.co/TXl978tjao,0.0,0.0,1.0,0.0,35
435,nytimes,Sun Nov 05 14:25:39 +0000 2017,Ex-Leader of Catalonia Turns Himself In to Police in Brussels https://t.co/iwAG5wzajD,0.0,0.0,1.0,0.0,36
436,nytimes,Sun Nov 05 14:19:34 +0000 2017,? https://t.co/1Uo2dIlkKC,0.0,0.0,1.0,0.0,37
437,nytimes,Sun Nov 05 14:12:03 +0000 2017,RT @NYTSports: The marathon great Meb Keflezighi is retiring by running the New York City Marathon on Sunday. What will you do? https://t.c…,0.6249,0.157,0.843,0.0,38
438,nytimes,Sun Nov 05 13:53:34 +0000 2017,The White House had no immediate comment on whether Trump’s call should be interpreted as an endorsement of arrests https://t.co/NQ4q09r4hH,-0.4215,0.094,0.697,0.209,39
439,nytimes,Sun Nov 05 13:46:05 +0000 2017,"Among Prince Alwaleed’s crown jewels: sizable stakes in Twitter, Lyft, Citigroup and 21st Century Fox https://t.co/IreBfYVeqP",0.4588,0.167,0.833,0.0,40
440,nytimes,Sun Nov 05 13:40:03 +0000 2017,"Saudi Arabia’s sweeping campaign of arrests included Prince Alwaleed bin Talal, one of the world’s richest men https://t.co/EpWCYe8tky",0.128,0.152,0.717,0.13,41
441,nytimes,Sun Nov 05 13:30:12 +0000 2017,"It's the stuff of liberal fantasies: a vast, defiant territory governed by Democrats resisting Trump at every turn https://t.co/1YbErsvnr2",-0.2263,0.0,0.899,0.101,42
442,nytimes,Sun Nov 05 13:17:40 +0000 2017,Life on Mars: Return to Earth https://t.co/O4xTfSV87h,0.0,0.0,1.0,0.0,43
443,nytimes,Sun Nov 05 13:14:49 +0000 2017,Upshot/Siena Poll Gives Democrat Narrow Lead in Virginia Governor’s Race https://t.co/Ko32pgfnjf,0.0,0.0,1.0,0.0,44
444,nytimes,Sun Nov 05 13:00:16 +0000 2017,Who gets to go on a major presidential trip? It's an exercise in internal politics. https://t.co/kyeg52T5U8,0.0,0.0,1.0,0.0,45
445,nytimes,Sun Nov 05 12:45:06 +0000 2017,"In 1972, NYC marathon organizer Fred Lebow contacted The Times. Be at the start, he said. You won't want to miss it… https://t.co/ux8tmN1nAq",0.0572,0.061,0.887,0.052,46
446,nytimes,Sun Nov 05 12:30:09 +0000 2017,Detroit is still trying to recover after the 2008 financial crisis and the 2013 bankruptcy gutted its housing market https://t.co/zkip3W6RpG,-0.6249,0.0,0.823,0.177,47
447,nytimes,Sun Nov 05 12:21:08 +0000 2017,Exposures: Puerto Rico in the Dark https://t.co/NQjNp6sEbN,0.0,0.0,1.0,0.0,48
448,nytimes,Sun Nov 05 12:00:27 +0000 2017,Tucked away in the GOP tax plan are several provisions meant to get conservative lawmakers to vote for it https://t.co/JhwFcvUnQO,0.0,0.0,1.0,0.0,49
449,nytimes,Sun Nov 05 11:57:51 +0000 2017,"More Anxiety, and More Police, Expected at New York City Marathon https://t.co/6fDeAbbarg",-0.2484,0.0,0.847,0.153,50
450,nytimes,Sun Nov 05 11:30:09 +0000 2017,Joe Lockhart was in the crossfire during the Clinton impeachment. Now he's defending NFL players kneeling. https://t.co/0pvoi3r2cO,0.0,0.0,1.0,0.0,51
451,nytimes,Sun Nov 05 11:11:30 +0000 2017,Field Notes: The Bridal Shop Just Closed. How to Rescue the Day. https://t.co/14hs5vDWmc,0.5106,0.216,0.784,0.0,52
452,nytimes,Sun Nov 05 11:00:18 +0000 2017,Youtube contains dark corners as videos that are disturbing for children slip past its filters https://t.co/C94P59X5wV,-0.5106,0.0,0.82,0.18,53
453,nytimes,Sun Nov 05 09:50:29 +0000 2017,"Modern Love: Recognizing What They Had, 20 Years Too Late https://t.co/v1K37ABIvw",0.6369,0.296,0.704,0.0,54
454,nytimes,Sun Nov 05 09:47:09 +0000 2017,Global Health: Deadly Plague Outbreak in Madagascar Appears to Wane https://t.co/E40FVRku1n,0.0,0.0,1.0,0.0,55
455,nytimes,Sun Nov 05 09:45:33 +0000 2017,The 2018 Michelin Guide New York City has been released https://t.co/sN9Sv5HmCF,0.0,0.0,1.0,0.0,56
456,nytimes,Sun Nov 05 09:28:11 +0000 2017,"The week's 10 most notable new songs, including Bruce Springsteen and Rihanna https://t.co/SgbiIf7UEu",0.0,0.0,1.0,0.0,57
457,nytimes,Sun Nov 05 09:10:30 +0000 2017,These musicians are forced to perform for high-caste Hindus. But the killing of one of their own was the last straw. https://t.co/yIm1nXUJFq,-0.8126,0.0,0.73,0.27,58
458,nytimes,Sun Nov 05 08:53:20 +0000 2017,Designers have finally figured out how to dress Olympic athletes without looking like they're trying too hard https://t.co/TVfFSWB4xp,-0.3632,0.0,0.82,0.18,59
459,nytimes,Sun Nov 05 08:36:23 +0000 2017,How Facebook's algorithm determines the fate of start-ups https://t.co/8kTuBBKeEH,0.0,0.0,1.0,0.0,60
460,nytimes,Sun Nov 05 08:18:57 +0000 2017,"Tens of thousands of people in Togo are demanding the nation's president resign, whose family has ruled for 50 years https://t.co/CbqY1GCLKv",-0.5106,0.0,0.815,0.185,61
461,nytimes,Sun Nov 05 08:00:18 +0000 2017,‘Saturday Night Live’: Alec Baldwin and Larry David Contribute to an Awkward Episode https://t.co/pok8aizcN8,-0.1531,0.0,0.89,0.11,62
462,nytimes,Sun Nov 05 07:55:44 +0000 2017,Japanese art is more than just cliché zen gardens and cutesy Hello Kitty https://t.co/kKL3U9MxzI,0.4767,0.193,0.807,0.0,63
463,nytimes,Sun Nov 05 07:39:18 +0000 2017,"The diversity visa lottery, explained https://t.co/XohR0x5V0g",0.0,0.0,1.0,0.0,64
464,nytimes,Sun Nov 05 07:22:38 +0000 2017,Where the STEM jobs are (and where they aren't) https://t.co/byInsbrpPL https://t.co/B2BeBLnSLn,0.0,0.0,1.0,0.0,65
465,nytimes,Sun Nov 05 07:05:36 +0000 2017,"In 1979, Bob Dylan announced his embrace of Christianity. That period gets a second look on ""Trouble No More."" https://t.co/IjETz7sgm8",-0.3818,0.099,0.69,0.211,66
466,nytimes,Sun Nov 05 06:48:21 +0000 2017,"""It didn't matter there was an ocean between them and different continents, they both love fiercely"" https://t.co/dlom5MXVnk",0.6281,0.207,0.74,0.053,67
467,nytimes,Sun Nov 05 06:31:14 +0000 2017,"“Alias Grace” is a story about storytelling and Sarah Gadon is mesmerizing as the star, writes @poniewozik https://t.co/wOCe89dxgh",0.0,0.0,1.0,0.0,68
468,nytimes,Sun Nov 05 06:13:39 +0000 2017,"At a nightclub in Liberia, we found a stylish music scene unencumbered by the country’s past https://t.co/ry9cuWgDc2 https://t.co/4FsJ4gRn1x",0.0,0.0,1.0,0.0,69
469,nytimes,Sun Nov 05 05:56:02 +0000 2017,What did Bernie Sanders learn about Canada's health system? Doctors like free health care as much as patients do. https://t.co/zPds0lBn6V,0.8402,0.346,0.654,0.0,70
470,nytimes,Sun Nov 05 05:39:23 +0000 2017,"Wine usually takes the spotlight at Thanksgiving dinner, but beers are just as good of a complement https://t.co/WdUILym2jj",0.5927,0.194,0.806,0.0,71
471,nytimes,Sun Nov 05 05:20:25 +0000 2017,Op-Ed Contributor: How ISIS helped peace in the Philippines’s Muslim south https://t.co/ICpCuDLNax,0.5423,0.241,0.759,0.0,72
472,nytimes,Sun Nov 05 05:12:58 +0000 2017,Let the dancing begin?? https://t.co/cKAXP2Z7WO,0.0,0.0,1.0,0.0,73
473,nytimes,Sun Nov 05 04:56:28 +0000 2017,"Citigroup, 21st Century Fox, Twitter: Prince’s Arrest Touches Many https://t.co/UOsfKysdE9",-0.34,0.0,0.789,0.211,74
474,nytimes,Sun Nov 05 04:47:21 +0000 2017,Trump Arrives in Asia With Focus on Trade and North Korea https://t.co/FNmWwvYxG1,0.0,0.0,1.0,0.0,75
475,nytimes,Sun Nov 05 04:35:49 +0000 2017,Opinion: Why the world loves New York https://t.co/bDtPbZVzFi,0.5719,0.346,0.654,0.0,76
476,nytimes,Sun Nov 05 04:18:40 +0000 2017,"RT @Julseas: Thanksgiving: So many of us celebrate it, yet it’s so different for us all. Tell us your holiday story: https://t.co/3hSZd4j8G6",0.7506,0.242,0.758,0.0,77
477,nytimes,Sun Nov 05 04:01:13 +0000 2017,A 14-year-old model died while on an assignment in China. Investigators are looking into whether neglect caused it. https://t.co/TEPJe5spCy,-0.765,0.0,0.708,0.292,78
478,nytimes,Sun Nov 05 03:42:57 +0000 2017,"While you can’t control your age, you can slow the decline of aging with smart choices along the way https://t.co/jhwxXfQQPg",0.4019,0.124,0.876,0.0,79
479,nytimes,Sun Nov 05 03:24:18 +0000 2017,What do colleges want in an applicant? Everything. https://t.co/eixg3GOhBb,0.0772,0.14,0.86,0.0,80
480,nytimes,Sun Nov 05 03:05:24 +0000 2017,Opinion: And then they came for Robert Mueller https://t.co/H3WRjwTKse,0.0,0.0,1.0,0.0,81
481,nytimes,Sun Nov 05 02:47:08 +0000 2017,"2 months after Harvey, Houston still suffers from a kind of PTSD. I see it in myself and I see it in others. https://t.co/pliiN1QwVs",-0.4767,0.0,0.86,0.14,82
482,nytimes,Sun Nov 05 02:29:23 +0000 2017,A pizza for fall https://t.co/R4w3jIWsrH,0.0,0.0,1.0,0.0,83
483,nytimes,Sun Nov 05 02:10:41 +0000 2017,"5 Pieces of Inspiration, and Tips, for Travel in Turbulent Times https://t.co/Tly7P11vTX",0.5267,0.254,0.746,0.0,84
484,nytimes,Sun Nov 05 02:07:03 +0000 2017,"What colleges want in an applicant (everything)
https://t.co/pHvvgro1Yo",0.0772,0.157,0.843,0.0,85
485,nytimes,Sun Nov 05 01:48:47 +0000 2017,"Every month, streaming services add a new batch of movies and TV shows to their libraries. Here's what to watch. https://t.co/KrkJMusSNw",0.0,0.0,1.0,0.0,86
486,nytimes,Sun Nov 05 01:31:09 +0000 2017,Shepard Fairey has gone from great heights to dramatic lows. Now he's moving on. https://t.co/SJQMnVI2YW,0.5106,0.217,0.688,0.095,87
487,nytimes,Sun Nov 05 01:13:21 +0000 2017,Feeling groggy? Here's how to stop robbing yourself of a good night's sleep. https://t.co/lMHHwvQC6w,0.296,0.265,0.602,0.133,88
488,nytimes,Sun Nov 05 00:54:56 +0000 2017,The NYT tech review of the iPhone X https://t.co/yr42Wa7cTB,0.0,0.0,1.0,0.0,89
489,nytimes,Sun Nov 05 00:37:05 +0000 2017,"“Frankly, I can’t think of two people who deserve each other more than Andrew Weissmann and Donald Trump” https://t.co/XQI7fVwKOu",0.0,0.0,1.0,0.0,90
490,nytimes,Sun Nov 05 00:19:26 +0000 2017,"These are the ads Russia bought on Facebook in 2016
https://t.co/UrwknLOFhN",0.0,0.0,1.0,0.0,91
491,nytimes,Sun Nov 05 00:18:02 +0000 2017,"Breaking News: Saudi Arabia arrests at least 11 princes in an apparent move to consolidate power for the king's son
https://t.co/FcXjNQeg9J",-0.4404,0.0,0.873,0.127,92
492,nytimes,Sun Nov 05 00:03:08 +0000 2017,"Shepard Fairey has gone from great heights to dramatic lows. Now he’s moving on, with his biggest gallery show yet. https://t.co/jx9rqmZQ5S",0.5106,0.165,0.763,0.072,93
493,nytimes,Sat Nov 04 23:46:15 +0000 2017,6 charts that help explain the Republican tax plan https://t.co/38o9CtvlhB https://t.co/y7lRGkncWC,0.4019,0.231,0.769,0.0,94
494,nytimes,Sat Nov 04 23:28:14 +0000 2017,"A procedure used to relieve chest pain in over 500,000 heart patients each year is often useless, a study reported https://t.co/wBifDf5Y6b",-0.5574,0.102,0.65,0.248,95
495,nytimes,Sat Nov 04 23:09:33 +0000 2017,Scientists have uncovered a previously unknown void in the Great Pyramid of Giza by using a cosmic particle detector https://t.co/enVFIFPiLJ,0.6249,0.194,0.806,0.0,96
496,nytimes,Sat Nov 04 22:51:07 +0000 2017,"""Allahu akbar"" has somehow become inextricably intertwined with terrorism. Its real meaning is far more innocent. https://t.co/CW5Bygev4G",-0.4417,0.121,0.673,0.206,97
497,nytimes,Sat Nov 04 22:33:07 +0000 2017,Senator Rand Paul Assaulted at His Home in Kentucky https://t.co/NOs5mK5f9f,-0.5267,0.0,0.726,0.274,98
498,nytimes,Sat Nov 04 22:31:04 +0000 2017,"For a moment, it looked as if Trump was going to vindicate Republicans' views on Guantánamo. He didn't. https://t.co/5oIQHQSPJ5",0.0772,0.071,0.929,0.0,99
499,nytimes,Sat Nov 04 22:16:03 +0000 2017,"Opinion: Why shutter Teen Vogue now, when the brand seemed more in the spotlight than ever? https://t.co/AGMrrhNLyj",0.0,0.0,1.0,0.0,100
